knee_angle_left,knee_angle_right,knee_angle_avg,hip_angle_left,hip_angle_right,ankle_angle_left,ankle_angle_right,back_angle,hip_hinge_angle,frontal_weight,foot_asymmetry,knee_cave_pct_left,knee_cave_pct_right,knee_over_toe_left,knee_over_toe_right,shoulder_width,hip_width,elbow_width,elbow_flare_pct,elbow_flare_angle_lateral,arm_angle_left,arm_angle_right,wrist_dev_left,wrist_dev_right,phase_code,DEPTH_INSUFFICIENT,KNEE_CAVE_LEFT,KNEE_CAVE_RIGHT,KNEE_OVER_TOE_LEFT,KNEE_OVER_TOE_RIGHT,BACK_NOT_STRAIGHT,score
98.56,83.28,90.92,124.74,22.59,100.7,129.8,61.93,73.66,0.955,0.049926613649764806,-1.1412909316452557,-3.862681964704273,0.12468030214497827,0.010656677204969656,0.15964391108625986,0.24026233355408338,0.20406839949561217,27.827236320556302,11.141270238664962,109.54,151.49,0.14686187666890438,0.029260208850740543,2,LOW,NONE,NONE,NONE,NONE,MEDIUM,80.0
167.33,169.5,168.41500000000002,174.43,168.94,112.21,85.78,1.36,174.43,0.0,0.04357404417253674,5.805510093215588,-1.6989926929144694,-0.007384100406842342,0.09113353944185598,0.013441313138265465,0.01620871987023309,0.006193539570188977,-53.92161832345926,4.469976753231046,70.0,141.22,0.13448948673523803,0.08129610707190382,1,NONE,NONE,NONE,NONE,MEDIUM,NONE,85.0
95.24,88.19,91.715,129.72,110.71,113.51,165.7,34.57,129.72,0.1,0.01419738167824991,0.033200133954613964,-1.6600274705642182,0.11804546902863511,-0.010596171790345443,0.002109805863298231,0.05999600397630023,0.00949520099047474,350.05093386322386,6.515688854018896,174.01,95.54,0.015048223970001162,0.14146961345424025,2,LOW,NONE,NONE,MEDIUM,NONE,NONE,80.0
53.71,60.13,56.92,1.28,54.07,152.46,94.63,42.22,27.68,0.985,0.02099435858251053,2.9516226207851104,-0.6330290492034374,0.013787182123785435,0.06202525265771397,0.1321221165397446,0.5496344808081058,0.0726257745919151,-45.03132670443708,11.56215555649064,107.4,162.73,0.09420561790933413,0.006265121823986419,3,NONE,NONE,NONE,NONE,NONE,NONE,100.0
161.36,158.57,159.965,110.47,123.48,130.06,142.44,52.41,110.47,0.238,0.022376469924629716,0.5513412812004903,9.325612282984947,0.0320428740370185,0.08288708859017918,0.07592998824539299,0.10152186799469515,0.07281742045753403,-4.099260199803611,12.03714324353628,140.7,119.67,0.08637956851122797,0.10972807141385643,1,NONE,NONE,NONE,NONE,MEDIUM,MEDIUM,70.0
53.91,53.35,53.629999999999995,16.36,8.17,93.61,86.09,52.39,12.27,0.936,0.022209577281747217,6.199583326991415,-1.3527677095553914,0.04484968785867738,0.04933320746119085,0.15861361202378005,0.25314825023423526,0.18406751788801434,16.04774365797693,34.02918533558895,151.04,145.08,0.09586175283975151,0.07514192702653755,3,NONE,MEDIUM,NONE,NONE,NONE,MEDIUM,70.0
151.7,153.58,152.64,103.66,165.62,135.07,81.92,44.1,134.64,0.963,0.001425231732731902,1.7509860548798273,5.8285697579515405,-0.009456582771965538,-0.030326392525237278,0.13007484300945338,0.2917610334479318,0.1256495198473604,-3.4021360777436187,10.690839656338794,163.34,54.54,0.04711089214360631,0.10262484927505777,2,NONE,NONE,MEDIUM,NONE,NONE,NONE,85.0
96.9,85.3,91.1,34.48,16.34,87.2,123.17,74.97,16.34,0.039,0.008448044508604036,7.293050476258539,-2.1537894164106675,-0.058414251248005145,0.013901917538297504,0.03363815583660945,0.07575576734325024,0.03551723525187789,5.586154676242316,11.89490250976469,137.02,157.23,0.10241087824533462,0.0418862354405235,2,LOW,NONE,NONE,NONE,NONE,HIGH,70.0
62.21,62.49,62.35,22.2,69.48,147.48,93.03,22.6,45.84,0.879,0.002090389876338139,1.0167377141862777,12.173598379162282,-0.010743405142747409,0.0660194378078191,0.14654062738418322,0.48716666956006927,0.16912914255082367,15.414506932211028,8.913099150820031,141.27,128.3,0.08083449122598108,0.09270725675227542,3,NONE,NONE,MEDIUM,NONE,NONE,NONE,85.0
154.67,153.45,154.06,135.08,134.59,99.99,136.63,67.56,134.84,0.97,0.014049554604874337,-0.377802930580029,2.465864457911371,0.08087499232886503,0.0030419084858349654,0.14328828011451333,0.1921206058322003,0.15011873669409737,4.766933188203012,10.329509531663987,159.02,83.07,0.043209425888026454,0.12197379480374992,2,NONE,NONE,NONE,NONE,NONE,HIGH,75.0
159.95,178.92,169.435,153.35,144.23,53.42,169.89,30.55,144.23,0.15,0.0075357398400185405,13.89494413497614,1.5928489716382166,-0.011758330236989134,0.025432505208759837,0.022719918374261128,0.18092457560042108,0.02709312596999769,19.248342021733965,15.261752887761867,95.85,61.19,0.07941274826643041,0.07270434589693253,2,NONE,NONE,NONE,NONE,NONE,NONE,100.0
64.38,71.64,68.00999999999999,19.39,79.4,100.41,168.1,57.13,36.17,0.559,0.025982723111292683,7.295311381440084,2.5993533881666364,-0.008054146313941857,0.035150947428203794,0.09347180169954616,0.44874746379812,0.1076212455289689,15.137660312683836,12.49279234987673,168.48,116.71,0.019300257967613255,0.09051188032479529,3,NONE,MEDIUM,NONE,NONE,NONE,MEDIUM,70.0
121.57,146.65,134.11,159.06,142.84,119.13,97.93,51.29,142.84,0.15,0.04294018793860077,-3.6193755036250774,7.400460934248121,0.004362855242185382,0.0249623317858767,0.017478288115901353,0.1410801847110098,0.04118223890949857,135.6194075553194,5.028343452574522,108.41,82.52,0.13464457669729457,0.13797887535611186,2,LOW,NONE,NONE,NONE,NONE,MEDIUM,80.0
95.69,99.31,97.5,61.02,51.95,152.06,104.86,53.53,61.02,0.151,0.015419690943387243,6.932250593675493,0.625178717701369,0.06394337792505572,0.1045001590387834,0.08148933398639574,0.0458702829496353,0.07724055087188048,-5.213913167120225,9.454134672637876,94.83,74.36,0.11707060099882044,0.12293515768241642,2,LOW,NONE,NONE,MEDIUM,MEDIUM,MEDIUM,50.0
70.08,71.17,70.625,13.91,54.0,139.93,129.39,65.07,13.91,0.25,0.0042088916502306395,2.922017653465053,0.9838052424413157,0.08291951786488255,-0.017188865359081207,0.006977502458609064,0.5018830113503969,0.023510729023114574,236.95049428619393,7.654249096109704,148.54,178.77,0.05938175042330529,0.03442164055555763,3,NONE,NONE,NONE,MEDIUM,NONE,HIGH,60.0
113.83,123.84,118.83500000000001,46.72,141.0,84.17,114.24,58.29,93.86,0.914,0.025524318014976344,1.5442004156841382,1.9292625445448297,0.09163326033197983,0.10126244674891216,0.20872022753300978,0.5957931950014093,0.17280887621132923,-17.20549644188226,4.598675136282125,161.58,80.55,0.02462287005929298,0.12766174288360244,2,LOW,NONE,NONE,NONE,NONE,MEDIUM,80.0
157.44,158.85,158.14499999999998,177.99,176.65,163.05,82.37,14.13,177.99,0.0,0.01505776385250901,-4.073507630723128,5.372932231980476,-0.05422191118247488,-0.009879562586430801,0.01792639697861964,0.030833508734678272,0.008416810168675681,-53.04795392674726,14.316614818787647,74.78,62.24,0.12463852844835177,0.13144050900990834,2,NONE,NONE,NONE,NONE,NONE,NONE,100.0
63.46,60.97,62.215,3.84,3.75,96.21,171.78,66.22,3.84,0.302,0.005364888903203191,2.6462332054498994,-1.4270179443072295,-0.04129723654181355,-0.012978549980926624,0.07978977312433722,0.08768800108083608,0.08452519341096909,5.934871226231739,8.055105412586048,91.21,127.91,0.11523070799286667,0.10115309189751176,3,NONE,NONE,NONE,NONE,NONE,HIGH,75.0
51.27,67.32,59.295,21.93,39.05,109.81,130.04,34.31,39.05,0.348,0.014845613270424551,11.176926683459026,1.9087416699166027,0.0756717146647739,-0.05200532329390328,0.08976899283932449,0.42481278867925615,0.05736454894348675,-36.09759101768885,1.3929552324258097,82.28,150.2,0.1585607372659441,0.06033255939261828,3,NONE,NONE,NONE,MEDIUM,NONE,NONE,85.0
166.99,165.8,166.395,178.98,173.13,96.95,171.96,13.93,178.98,0.0,0.016027657000980855,-0.03981094798863882,0.48480488373305874,0.09112291702485303,0.0010809776947026117,0.017560628497878428,0.057909604899125,0.022726366585712365,29.41659000677585,10.520169288119439,145.99,148.54,0.0548791333492914,0.0604871926231384,1,NONE,NONE,NONE,MEDIUM,NONE,NONE,85.0
77.91,84.4,81.155,33.4,136.2,101.87,68.42,31.14,111.43,0.482,0.0035368515365874487,2.1358240354709626,13.001894274367304,-0.031707090331308474,0.00808010491692579,0.0854102136941215,0.3554355688596864,0.09950179844998253,16.498711508118973,12.397240791914925,120.95,158.45,0.1251368939427016,0.06100737222652264,3,NONE,NONE,MEDIUM,NONE,NONE,NONE,85.0
159.26,176.77,168.015,128.88,107.81,40.21,50.2,36.24,128.88,0.285,0.02278543314098236,2.315555763951566,11.378155714942883,0.03412407100820375,0.022386736268546148,0.08692826226688344,0.027913882994972716,0.09980720837485624,14.815602857022967,3.5529060697376256,95.32,115.32,0.08984164270987927,0.08510221841030641,2,NONE,NONE,NONE,NONE,NONE,NONE,100.0
128.82,143.48,136.14999999999998,97.03,177.33,87.87,97.26,55.02,137.18,0.899,0.033052449600164624,13.905999538806924,-2.5984465694937953,0.03291502870013929,0.019022192739165833,0.1617648668040398,0.2775042564135273,0.1763737316254792,9.030925633027866,12.711355742239027,162.63,98.66,0.05021736002782429,0.08067747282942639,2,NONE,MEDIUM,NONE,NONE,NONE,MEDIUM,70.0
62.68,80.97,71.825,14.86,142.85,68.58,82.56,69.61,78.85,0.661,0.00980132314742821,11.371009339721343,4.352826686261457,0.006332825240015438,-0.04153795273913269,0.12216500520662799,0.40001653058777664,0.07419117356047622,-39.26970048829415,2.134821618866885,142.77,68.1,0.053347753556002186,0.13537350094567624,3,NONE,MEDIUM,MEDIUM,NONE,NONE,HIGH,45.0
167.77,166.34,167.055,169.84,171.26,131.82,157.54,22.7,169.84,0.0,0.002993654356989839,0.10886885402773272,1.2359115910769547,0.048674491695300914,0.023966832678050887,0.010917976402507579,0.01874609484875689,0.010827400300880474,-0.8296052151779839,11.976276495308797,90.45,100.72,0.07493716173119369,0.10045236665113477,1,NONE,NONE,NONE,NONE,NONE,NONE,100.0
127.37,134.01,130.69,87.54,96.12,142.46,91.48,47.54,91.83,0.948,0.00021690618913017268,4.116372419261049,-1.513274636798656,0.059424780249273224,0.07011276662679589,0.14996214959624987,0.1975973775360098,0.13558561278313108,-9.586776964604345,14.83159984186388,130.03,162.53,0.0859728818773261,0.029348918343030106,2,NONE,MEDIUM,NONE,NONE,NONE,MEDIUM,70.0
166.38,169.71,168.04500000000002,175.92,153.4,97.02,127.32,30.45,153.4,0.211,0.003605649131115274,10.078766804903161,2.352371757784699,0.04910433017178195,0.05093199338605581,0.006951711531573257,0.10442633724110972,0.0014424081061639171,-79.25103624319286,10.547585460211367,92.94,126.1,0.12977849394376362,0.1112743227099845,1,NONE,NONE,NONE,NONE,MEDIUM,NONE,85.0
121.43,124.45,122.94,163.61,45.71,113.77,138.44,68.36,104.66,0.989,0.0024015446020039244,0.579228324393033,0.6250102277455039,0.041158787205374914,-0.022604755360341233,0.13382478640963502,0.16576410266205205,0.1708790409837634,27.688633449939555,10.853599315027052,59.27,147.3,0.08384922493019753,0.08239084808255548,2,LOW,NONE,NONE,NONE,NONE,HIGH,70.0
162.14,162.29,162.21499999999997,177.96,161.62,52.52,129.86,12.86,161.62,0.0,0.03840820727778582,5.537269281601898,7.221090669223412,0.06378173557609829,0.05190077617824401,0.04345246595685753,0.040087741718583036,0.008598439640153388,-80.21184885412376,15.458595885336743,78.72,80.57,0.05087695842997925,0.16267605836652232,1,NONE,NONE,NONE,MEDIUM,MEDIUM,NONE,70.0
156.82,175.08,165.95,177.17,162.59,93.29,146.63,0.56,177.17,0.145,0.008539982309858085,9.181966797371482,1.7845543820285914,-0.009787228343021481,0.05451204225153705,0.06333941751999533,0.02729778760320961,0.10597454779958254,67.3121603401672,21.3269473398309,85.88,123.83,0.14008059499847553,0.08906558165230655,2,NONE,NONE,NONE,NONE,MEDIUM,NONE,85.0
68.66,90.53,79.595,5.1,118.69,128.48,165.47,16.48,118.69,0.25,0.018130430213797233,1.599035958772932,3.586288132758275,-0.029672301690702896,0.0326803221899975,0.0017801809925758194,0.413956247316427,0.030463747730289037,1611.2724974222842,10.864509584522228,166.98,93.0,0.056579718289058945,0.08518361047206591,3,NONE,NONE,NONE,NONE,NONE,NONE,100.0
61.49,62.87,62.18,64.92,73.03,120.0,105.92,1.58,66.92,0.493,0.003654519789576649,-0.8204460707937844,3.602100767775407,0.050525910671810614,-0.030501810389711448,0.09585784178625667,0.09935514581791915,0.10807206161187988,12.742014213984094,9.794838355319829,129.91,107.25,0.08579888625835363,0.11760970838345164,3,NONE,NONE,NONE,MEDIUM,NONE,NONE,85.0
87.46,81.21,84.335,97.5,152.96,110.82,68.57,42.23,152.96,0.088,0.002063084376887736,-0.07234865411641644,12.630298667218632,0.06904442217785306,-0.020207368048170082,0.022721595287282348,0.0950476635056684,0.026435061552737782,16.343334253180373,9.561085631959061,125.99,122.4,0.08735177332040234,0.09862911750128078,3,NONE,NONE,NONE,MEDIUM,NONE,NONE,85.0
62.42,60.5,61.46,43.81,50.76,129.84,105.81,17.51,47.28,0.955,0.0023486292535528364,1.4429837126737344,-0.5121117912485262,0.05547332136105765,0.08195765383443798,0.17277210592466663,0.22791114842789212,0.14380259841025383,-16.767467965601053,7.951944317774788,166.31,92.04,0.046999721450156906,0.13917552490853308,3,NONE,NONE,NONE,NONE,NONE,NONE,100.0
69.21,63.16,66.185,144.69,142.34,98.6,110.35,69.07,144.69,0.0,0.00179819517609614,-2.40184917144422,4.187323644646879,0.08009307936826165,-0.018528992681053735,0.01957935109860587,0.02351773063718865,0.002059461234194093,-89.48146328332231,9.571053373259288,151.35,156.13,0.05043847000046975,0.035354848589678856,3,NONE,NONE,NONE,MEDIUM,NONE,HIGH,60.0
171.95,179.64,175.795,155.89,128.21,141.65,127.57,25.69,128.21,0.15,0.01064053647186558,2.2463330415252,11.130685489041491,-0.01923485178725559,0.09226149460037142,0.027853554941629166,0.21737532903235424,0.03333372084611441,19.674924496961566,17.999389287611823,116.37,178.3,0.09015084246329086,0.042156246297349265,1,NONE,NONE,NONE,NONE,MEDIUM,NONE,85.0
179.84,175.59,177.715,139.66,179.03,97.07,107.82,22.41,159.34,0.963,0.009026980207184399,-1.5823873116220022,-0.7362342790053433,0.07502387216244838,0.07629847946906021,0.15152260258950556,0.3163447130872947,0.15165321374451057,0.08619912328120058,9.081266726647202,166.9,133.18,0.024229479722240876,0.07795062034889932,1,NONE,NONE,NONE,NONE,NONE,NONE,100.0
139.14,143.44,141.29,73.79,162.81,157.43,118.4,63.74,118.3,0.694,0.0033837914263886715,1.2026064548016746,1.6099862222603734,0.029895113149263075,0.060506056142414666,0.11786387434996681,0.3353622419048206,0.0991855291637167,-15.847387750711055,3.7737605497101994,114.23,146.51,0.10615865356347565,0.07910217007810905,2,NONE,NONE,NONE,NONE,NONE,HIGH,75.0
64.05,62.54,63.295,10.99,136.63,113.35,72.82,79.91,39.57,0.455,0.01889585647312042,1.7860761669354686,8.275860642820076,0.0912999574393295,0.02630174015329423,0.10038223696660875,0.5107008935287268,0.0799235954701083,-20.380738778819836,4.117870044244776,170.27,128.14,0.02509627598726505,0.05784445245285719,3,NONE,NONE,MEDIUM,MEDIUM,NONE,HIGH,45.0
174.85,169.5,172.175,176.2,174.24,154.01,119.58,11.04,175.8,0.411,0.007138542326283859,0.7315225094597255,2.602957904741776,-0.005647680721873716,0.08194822841641969,0.08937913594380897,0.09843158082614073,0.0761212863288957,-14.833271182268131,8.357144405976474,93.86,108.5,0.11073963197797487,0.08992265399812394,1,NONE,NONE,NONE,NONE,MEDIUM,NONE,85.0
152.3,142.34,147.32,122.92,139.64,136.06,154.41,16.34,128.15,0.626,0.004534462523080096,-0.663568911471768,3.9403855475280247,0.028180455647987268,0.04272653326920217,0.11820093522521236,0.3200703509171408,0.08651880795945155,-26.803618097772024,2.8549300222837206,166.93,139.26,0.030944032541155186,0.08594761283802121,2,NONE,NONE,NONE,NONE,NONE,NONE,100.0
105.41,108.49,106.94999999999999,75.19,130.89,153.61,78.46,3.52,130.89,0.15,0.0003046095704656304,5.14480105144658,10.217114884094475,0.04395837711417644,-0.04926808775550695,0.011637214529262474,0.2565760582506582,0.0065869605714378165,-43.39744657216287,14.543841421008006,162.23,132.19,0.01803856882963706,0.08866648410264388,2,LOW,NONE,NONE,NONE,NONE,NONE,95.0
80.85,73.23,77.03999999999999,38.65,72.59,137.98,119.14,21.41,72.59,0.15,0.005080677069979167,2.5621500046409507,7.163570561007793,0.09536952480790434,0.04387380124462015,0.010925776272509458,0.4166568956826826,0.015287145485115783,39.91816328492873,14.013400310389818,48.45,157.83,0.12667928599866674,0.04288735854805925,3,NONE,NONE,NONE,MEDIUM,NONE,NONE,85.0
163.01,162.17,162.58999999999997,176.19,150.28,118.18,76.92,18.55,163.24,0.792,0.012674697605720708,9.461870971284597,7.831646116543029,0.06961673817886938,-0.038197994980984806,0.11704816628918968,0.02192892284106157,0.1419766416450724,21.297621437564594,12.819854287066518,106.97,124.58,0.13735900885247926,0.13450140863507898,1,NONE,MEDIUM,MEDIUM,NONE,NONE,NONE,70.0
59.67,52.21,55.94,124.62,109.65,171.24,122.99,59.44,124.62,0.288,0.005072408409236395,-1.8984971804323514,2.5873254899078213,-0.03076924189027619,-0.024500408063137358,0.07816592794540589,0.1469880118447251,0.06696130896488373,-14.334402821070459,7.806751469136184,83.27,69.74,0.08936658729397784,0.1168729457682578,3,NONE,NONE,NONE,NONE,NONE,MEDIUM,85.0
111.66,112.42,112.03999999999999,136.82,87.12,92.53,174.41,31.65,87.12,0.25,0.04904753322944588,13.137234556431283,-3.1018748867711388,0.09073013591640833,-0.038177920608952864,0.009587987534205977,0.12191437184521337,0.02069136115617609,115.80504858144491,25.097570681085415,93.53,125.84,0.09846679275511455,0.07688198387137324,2,LOW,NONE,NONE,MEDIUM,NONE,NONE,80.0
167.45,164.27,165.86,156.47,146.97,75.42,76.87,19.12,146.97,0.182,0.014583262678759423,7.533194094629864,13.062516955437237,0.024278514990290656,0.029036223467654554,0.05452050031490141,0.13819087228931543,0.077194749284765,41.58848293559462,16.628876498173145,143.08,91.7,0.07612441650888135,0.09303353842002449,1,NONE,NONE,NONE,NONE,NONE,NONE,100.0
57.38,69.78,63.58,107.74,102.37,124.09,159.63,36.63,105.06,0.888,0.04623991867114985,-3.7133514713357574,-0.925657824552828,0.05510455560005695,0.01848637466521663,0.15790774828092136,0.17987380681470866,0.15061522859485366,-4.618215233551521,15.981566183921148,115.73,71.14,0.12230822824588616,0.06319476580756789,3,NONE,NONE,NONE,NONE,NONE,NONE,100.0
